id,country,product_services,revenue_omu,type,type_length,is_source,is_target,weighted_degree,degree,total_revenue,type_set,neighbor_BO,neighbor_CC,total_rev_per_BO,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,related
Long Inc,ZH,"['Unknown', 'Fish and seafood products']","['None', 'Unknown', 7623.5928]","{'Company': 2, 'Company Contacts': 3}",5,1,0,1,1,7623,"['Company', 'Company Contacts']",1,0,7623.0,1.0,0.0,1.0,0.7071067811865476,1
"Fitzgerald, Spence and Guerra",ZH,"['Fish, such as tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products']",[7536.2594],{'Company': 1},1,0,0,0,0,7536,['Company'],0,0,7536.0,0.0,0.0,0.0,0.0,1
Danish Lobster Kga Marine,Coral Solis,"['Fish and seafoods, such as fresh shellfish, crustaceans and molluscs']",[7329.1952],{'Company': 1},1,1,0,4,4,7329,['Company'],3,1,2443.0,1.0,1.0,1.0,0.7071069290249942,1
SilverScales Ltd. Liability Co,Marebak,"['Seafood and other aquatic products (frozen and fish prepared seafood products, frozen and fresh prepared shellfish products, frozen fish and shellfish soup, and fresh and frozen surimi)']",[7299.6543],{'Company': 1},1,1,0,3,3,7299,['Company'],2,1,3649.5,0.0004230118443316,0.0005639760226077,0.0569487605694876,1.876288803695e-14,1
Big Sulphur  Ltd. Corporation,Marebak,"['Tuna, salmon, herring, shellfish, and groundfish products; flounder fillets, cornmeal pollock strips, burger, and tuna steak; frozen halibut steaks and fancy king crabs; canned sockeye salmon and frozen sockeye; cod, pollock, rockfish, flounder and sole']",[7258.9857],{'Company': 1},1,1,0,3,3,7258,['Company'],2,1,3629.0,0.0004230118443316,0.0005639760226077,0.0513433095150185,2.5143481731389067e-14,1
"Acosta, Proctor and Meyers",ZH,"['Frozen vegetables (sliced and diced); juices, jams and jellies; meats such as chicken, beef, pork, lamb; fish and seafood; and other deep freeze products as well as dairy products such as ice cream and yogurt']",[7226.2271],{'Company': 1},1,0,0,0,0,7226,['Company'],0,0,7226.0,0.0,0.0,0.0,0.0,1
Hughes Inc,ZH,"['Offers tuna, salmon, herring, shellfish, and groundfish products; flounder fillets, cornmeal pollock strips, burger, and tuna steak; frozen halibut steaks and fancy king crabs; canned sockeye salmon and frozen sockeye; halibut, cod, pollock, rockfish and Pacific ocean perch, and flounder and sole', 'Unknown']","[7190.5063, 'None']","{'Company': 1, 'Beneficial Owner': 4}",5,1,0,1,1,7190,"['Company', 'Beneficial Owner']",0,1,7190.0,1.0,0.0,1.0,0.7071067811865476,1
Neptune's Realm NV Navigation,Mawazam,['A range of frozen shrimp and value-added products'],[7146.9316],{'Company': 1},1,1,0,4,4,7146,['Company'],3,1,2382.0,0.0005640157924421,0.001127753196043,0.0742283579121442,1.2730056181134452e-08,1
Lake Manyara   Corporation Express,Oceanus,['Frozen seafoods'],[7116.6728],{'Company': 1},1,0,0,0,0,7116,['Company'],0,0,7116.0,0.0,0.0,0.0,0.0,1
Beach Bums A/S Marine ecology,Marebak,['Fish and other sea food products'],[7071.7593],{'Company': 1},1,1,0,3,3,7071,['Company'],2,1,3535.5,1.0,1.0,1.0,0.707106878039843,1
Náutica del Norte Incorporated,Nalakond,['Fresh and frozen fish and seafood'],[6943.9228],{'Company': 1},1,1,0,2,2,6943,['Company'],1,1,6943.0,1.0,1.0,1.0,0.707106690085642,1
Spanish Red Snapper Saltwater Pic Brothers,Merigrad,"['Specialises in manufacturing dried seafood, such as shrimp, crab shell, squid, hemigo, and anchovy']",[6933.761],{'Company': 1},1,1,0,3,3,6933,['Company'],2,1,3466.5,1.0,1.0,1.0,0.707106878039843,1
"Owens, Bartlett and Fisher",ZH,"['Canning, processing and manufacturing of seafood and other aquatic products']",[6882.5668],{'Company': 1},1,0,0,0,0,6882,['Company'],0,0,6882.0,0.0,0.0,0.0,0.0,1
Lake Victoria Nile    GmbH & Co. KG Fish,Zawalinda,"['Fresh and frozen seafood, shellfish, and exotic fish', 'Unknown']","['Unknown', 6831.1749]",{'Company': 2},2,1,0,4,4,6831,['Company'],2,2,3415.5,1.0,1.0,1.0,0.7071069290249942,1
Sparrman's bream GmbH & Co. KG Marine ecology,Oceanus,['Unknown'],[6826.6728],{'Company': 1},1,1,0,1,1,6826,['Company'],0,1,6826.0,1.0,0.0,1.0,0.7071067811865476,1
Wright Ltd,ZH,"['Fish and fish products (fresh and frozen seafood and other aquatic products, and canned and cured fish and seafood)', 'Unknown', 'Furniture']","[6568.1556, 6716.6728, 'None']","{'Company': 2, 'Beneficial Owner': 5, 'Company Contacts': 2}",9,0,0,0,0,13284,"['Company', 'Beneficial Owner', 'Company Contacts']",0,0,13284.0,0.0,0.0,0.0,0.0,1
Estrella del Mar S.A. de C.V.,Coralmarica,"['Fish and seafood products (Cooked lobster tails, raw lobster tails, whole cooked lobster, claws and arms, whole raw lobster, and assorted lobster meat pack)']",[6686.6728],{'Company': 1},1,0,0,0,0,6686,['Company'],0,0,6686.0,0.0,0.0,0.0,0.0,1
bǐ mù yú AG Marine,Mawazam,"['Processed seafood (raw and cooked black tiger shrimps and white vannamei shrimps frozen head-on, headless shell-on, peeled/deveined, undeveined, easy peeled, frozen cooked, peeled tail-on peeled tail-off, cooked shell-on, cooked peel, cooked-peeled undeveined, cooked shrimp rings with cocktail sauce, and breaded shrimps, squid shreds, uncooked squid, dried squid, dried squid rings, cuttlefish, octopus, clams, mussels, salmon half-cut, fish skewer, sole, tuna, herring eggs, and Japanese foods sashimi fish, tempura shrimps and squid sushi)']",[6664.1354],{'Company': 1},1,1,0,3,3,6664,['Company'],2,1,3332.0,1.0,1.0,1.0,0.707106878039843,1
Rift Valley fishery AS Whale,Nalakond,['Unknown'],[6583.6404],{'Company': 1},1,1,0,1,1,6583,['Company'],0,1,6583.0,1.0,0.0,1.0,0.7071067811865476,1
Saltwater Sanctuary Sagl Line,Nalakond,"['Complete service of transport: Road, ocean and air services']",[6532.4336],{'Company': 1},1,1,0,3,3,6532,['Company'],2,1,3266.0,1.0,1.0,1.0,0.707106878039843,1
Fresh Limited Liability Company Carriers,Coralmarica,"['Shell-on shrimp, cooked and peeled shrimp, and turbot']",[6416.6728],{'Company': 1},1,0,0,0,0,6416,['Company'],0,0,6416.0,0.0,0.0,0.0,0.0,1
suō yú Motorboat Sp International,Nalakond,"['Specializes in the purchase, sale and trade of fish, such as tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products']",[6310.6277],{'Company': 1},1,1,0,2,2,6310,['Company'],1,1,6310.0,1.0,1.0,1.0,0.707106690085642,1
SeaBites Bonito SE Transportation,Oceanus,"['Wild pacific salmon, wild pacific salmon caviar and green roe, aquaculture salmon, pacific albacore tuna, pacific white fish, and canned pacific salmon']",[6186.6728],{'Company': 1},1,1,0,2,2,6186,['Company'],1,1,6186.0,1.0,1.0,1.0,0.707106690085642,1
"Mclaughlin, Valdez and Moore",ZH,"['Fresh, cured, or frozen fish and seafoods (bottom fishes, shellfish, salmon fish, halibuts, farmed fishes, and exotics, as well as oysters, Pollock, shrimp, catfish, clams, cod, crab, flounder, sole, tilapia, tuna, whiting fish, and rockfish)']",[6153.6222],{'Company': 1},1,0,0,0,0,6153,['Company'],0,0,6153.0,0.0,0.0,0.0,0.0,1
Rufiji Delta  GmbH Express,Marebak,"['Fish, such as tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products']",[6126.7154],{'Company': 1},1,1,0,40,40,6126,['Company'],39,1,157.07692307692307,0.0056401579244218,0.0249218463097928,0.0660329047215575,3.7141429564835137e-10,1
Uttarakhand s SE Transportation,Oceanus,['Fish and other seafood products'],[6036.6728],{'Company': 1},1,0,0,0,0,6036,['Company'],0,0,6036.0,0.0,0.0,0.0,0.0,1
Wave Riders & AS Marine ecology,Oceanus,['Frozen seafood'],[5996.6728],{'Company': 1},1,1,0,1,1,5996,['Company'],0,1,5996.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
Estrella del Mar Ferry AB Marine conservation,Marebak,['Fish and seafood products'],[5873.1736],{'Company': 1},1,1,0,3,3,5873,['Company'],2,1,2936.5,0.6000000000000001,0.8,0.7142857142857143,0.6279622632109143,1
Caracola del Este GmbH,Oceanus,['Fish and other related seafood'],[5866.6728],{'Company': 1},1,1,0,2,1,5866,['Company'],0,1,5866.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
Murray Inc,ZH,"['Unknown', 'Fish and seafood products']","[5846.6728, 'None']","{'Company': 1, 'Beneficial Owner': 1, 'Company Contacts': 3}",5,1,0,2,2,5846,"['Company', 'Beneficial Owner', 'Company Contacts']",2,0,2923.0,1.0,1.0,1.0,0.707106690085642,1
Coastal Castaway Laksa Sagl Express,Oceanus,['Preparation and packaging of seafood products'],[5816.6728],{'Company': 1},1,0,0,0,0,5816,['Company'],0,0,5816.0,0.0,0.0,0.0,0.0,1
"Perez, Snyder and Solis",ZH,['Fresh and frozen seafood'],[5728.7745],{'Company': 1},1,0,0,0,0,5728,['Company'],0,0,5728.0,0.0,0.0,0.0,0.0,1
Mar de Cielo AS,Mawazam,"['Fish and other seafood', 'A general line of groceries, specializing in unpackaged frozen fish']","[5656.4723, 'Unknown']",{'Company': 2},2,1,0,8,5,5656,['Company'],3,2,1885.3333333333333,1.0,1.0,1.0,0.7071064011232681,1
"Navarro, Wu and Adams",ZH,"['Frozen shrimp and other fish and shellfish ( shrimp, finfish, crab, and lobster)']",[5636.6728],{'Company': 1},1,0,0,0,0,5636,['Company'],0,0,5636.0,0.0,0.0,0.0,0.0,1
Rift Valley fishery ОАО,Oceanus,['Wholesale distribution of fresh shrimps'],[5636.6728],{'Company': 1},1,1,0,1,1,5636,['Company'],0,1,5636.0,1.0,0.0,1.0,0.7071067811865476,1
Barents Sea Shrimp OJSC _,Oceanus,"['Wild pacific salmon, uni-sea urchin roe, ikura-salmon caviar, herring roe, pacific spot prawns, pacific oysters, wild mushrooms, and additional products']",[5616.6728],{'Company': 1},1,1,0,3,3,5616,['Company'],2,1,2808.0,0.2727272727272727,0.2454545454545454,0.5238095238095238,0.4183697314384869,1
"Garcia, Price and Foster",ZH,['Bearings and wear parts in the marine and rail industry source: freelance researcher'],[5560.0337],{'Company': 1},1,0,0,0,0,5560,['Company'],0,0,5560.0,0.0,0.0,0.0,0.0,1
Neptune's Realm Ltd. Corporation,Oceanus,['Fish and Chinese seafood products'],[5496.6728],{'Company': 1},1,1,0,4,2,5496,['Company'],1,1,5496.0,0.000282007896221,0.0001409840631933,0.0478849464906654,1.5897587766429802e-17,1
Mar del Golfo Sagl Shipping,Coralmarica,"['Retail and bulk, pickled and dry salted products derived from eight species of fish; Boned and semi-boneless, bits and minced, bloater and fillet salt fish']",[5356.6728],{'Company': 1},1,0,0,0,0,5356,['Company'],0,0,5356.0,0.0,0.0,0.0,0.0,1
Kelly and Sons,ZH,"['Atlantic Capelin, Atlantic Halibut, Atlantic Herring, Atlantic Mackerel, Atlantic Perwinkles, Atlantic Salmon, Haddock, Lobster, Oysters, Pacific Arrowtooth, Pacific Cod, Pacific Hake, Pacific Pollock, Pacific Rockfish, Pacific Salmon, Pacific Sardines, Salmon Roe, scallops, shrimp, snow crab, and squid', 'Unknown']","[5336.6728, 'None']","{'Company': 1, 'Beneficial Owner': 1}",2,1,0,1,1,5336,"['Company', 'Beneficial Owner']",0,1,5336.0,1.0,0.0,1.0,0.7071067811865476,1
Rift Valley fishery GmbH,Coralmarica,['Unknown'],[5326.6728],{'Company': 1},1,0,0,0,0,5326,['Company'],0,0,5326.0,0.0,0.0,0.0,0.0,1
Portuguese Sea Bass Corporation Transit,Brindisola,['Fish and seafood'],[5297.9123],{'Company': 1},1,1,0,3,3,5297,['Company'],2,1,2648.5,0.4285714285714285,0.5238095238095237,0.5,0.3717547502405857,1
Coral Cove OJSC Import,Mawazam,['Preparation and packaging seafoods (Gathering and canning seafood; smoking; salting; and drying seafood; eviscerating fresh fish by removing heads; fins; scales; bones; and entrails; shucking and packing fresh shellfish; processing marine fats and oils and freezing seafood)'],[5289.8345],{'Company': 1},1,1,0,7,7,5289,['Company'],6,1,881.5,0.0786516853932584,0.1310010214504596,0.229381443298969,0.008664619388479,1
Powers-Owens,ZH,"['Seafood products (crustaceans, mollusks, fresh, frozen, or cured fish including shrimp, squid, mackerel, giant squid, shrimps, scallops, croaker, octopus, swordfish, mussels, sardines skewers, lobsters, crab, smoked salmon, mullet roe, tuna, marlin, red prawn, and other related products)']",[5204.529],{'Company': 1},1,0,0,0,0,5204,['Company'],0,0,5204.0,0.0,0.0,0.0,0.0,1
Scott-Johnson,ZH,"['Unknown', 'Aquaculture, processing and preserving of seafood']","[5203.9156, 'None']","{'Company': 1, 'Beneficial Owner': 1}",2,0,0,0,0,5203,"['Company', 'Beneficial Owner']",0,0,5203.0,0.0,0.0,0.0,0.0,1
Olas del Mar Lighthouse Kga Holdings,Mawazam,"['Frozen seafood products (breaded and battered, cooked vannamei shrimp, dim sum, and raw vannamei shrimp)']",[5164.1908],{'Company': 1},1,1,0,2,2,5164,['Company'],1,1,5164.0,1.0,1.0,1.0,0.707106690085642,1
Mar del Este Brine SRL Investment,Coralmarica,"['Fish, seafood and meat products (cured fish, fresh fish, fresh seafood, frozen fish, and frozen seafood; wild salmon, king crab, dungeness crab, snow crab, jumbo shrimp, Alaskan halibut, scallops, lobsters, black cod, and smoked salmon; and slab and sliced bacon, beef stew, bologna, primal and sub-primal beef cuts, boxed meat, collagen sausage casings, cooked meats, preserved hams, and canned hams)']",[5156.6728],{'Company': 1},1,1,0,7,7,5156,['Company'],7,0,736.5714285714286,0.0009870276367738,0.004224152968146,0.0753674321724991,0.0063411148040109,1
Skeleton Coastline Limited Liability Company,Coralmarica,['Canned and cured fish and seafoods'],[5156.6728],{'Company': 1},1,0,0,0,0,5156,['Company'],0,0,5156.0,0.0,0.0,0.0,0.0,1
Bujagali Falls  Pic Family,Coralmarica,"['Container Logistics Ltd Home --> Ocean Freight Service Bujagali Falls  Pic Family Container Logistics Ltd makes complete arrangements for ocean freight shipments including bookings, rate negotiations, loading, consular and documentation source: freelance researcher']",[5156.6728],{'Company': 1},1,0,0,0,0,5156,['Company'],0,0,5156.0,0.0,0.0,0.0,0.0,1
Estrella del Sol OJSC Express,Marebak,['Frozen seafood'],[5114.5059],{'Company': 1},1,1,0,1,1,5114,['Company'],0,1,5114.0,1.0,0.0,1.0,0.7071067811865476,1
Isla del Mar S.A. de C.V.,Marebak,"['Preparation and packaging seafoods (Gathering and canning seafood, smoking, salting, and drying seafood, eviscerating fresh fish by removing heads, fins, scales, bones, and entrails, shucking and packing fresh shellfish, processing marine fats and oils and freezing seafood)']",[5085.6955],{'Company': 1},1,1,0,3,3,5085,['Company'],2,1,2542.5,1.0,1.0,1.0,0.707106878039843,1
Banded tilapia Shipping Deep-sea,Oceanus,['Unknown'],[5076.6728],{'Company': 1},1,1,0,2,1,5076,['Company'],0,1,5076.0,1.0,0.0,1.0,0.7071067811865476,1
Kagera River   S.p.A. Transport,Arreciviento,"['Specialised in commercial catching, rearing or taking a wide range of finfish, shellfish, or miscellaneous marine products from a natural habitat, such as catching of fish, eels, salmon, tuna, clams, crabs, lobsters, mussels, oysters, and shrimps']",[5076.6553],{'Company': 1},1,1,0,1,1,5076,['Company'],1,0,5076.0,1.0,0.0,1.0,0.7071067811865476,1
Ancla de Oro Pelican,Oceanus,"['Whole cooked crawfish, alaska pollock, king crab legs and claws, IQF tilapia fillets, IVP pacific salmon fillet portions, snow crab clusters, dungeness crab clusters, IVP sockeye salmon fillets, pollock blocks, bulk red king crab, shatterpacked pacific cod fillets, and head and gutted pacific salmon']",[5066.6728],{'Company': 1},1,1,0,1,1,5066,['Company'],0,1,5066.0,1.0,0.0,1.0,0.7071067811865476,1
Marine sanctuary Tom yum,Osterivaria,['Marine fishing'],[4998.0373],{'Company': 1},1,1,0,1,1,4998,['Company'],0,1,4998.0,1.0,0.0,1.0,0.7071067811865476,1
Brock LLC,ZH,"['Seafood focusing on Pangasius, white clam and tilapia']",[4971.4781],{'Company': 1},1,0,0,0,0,4971,['Company'],0,0,4971.0,0.0,0.0,0.0,0.0,1
Ocean Outfitters Sp Express,Marebak,['Fish and seafood products'],[4953.1347],{'Company': 1},1,1,0,3,3,4953,['Company'],2,1,2476.5,0.0004230118443316,0.0005639760226077,0.0717153229313082,7.78390015829147e-07,1
Jammu & Kashmir  BV Brothers,Zawalinda,['Seafood and other aquatic products'],[4883.123],{'Company': 1},1,1,0,1,1,4883,['Company'],0,1,4883.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
Náutica del Mar LLC Enterprises,Brindisola,"['Distributes a wide range of products which include canned and dry foods, fresh and frozen meat, fish and seafood, rice and beans, flour, starch and coating, vinegar, oil, instant foods, as well as vegetables, noodles and beverages; Gourmet baking mixes, kitchen spices and seasonings, snacks, soups, herbal teas and pasta']",[4828.6915],{'Company': 1},1,1,0,1,1,4828,['Company'],0,1,4828.0,1.0,0.0,1.0,0.7071067811865476,1
Madhya Pradesh  Market LLC,Merigrad,['Fish and seafood products'],[4794.6161],{'Company': 1},1,1,0,2,2,4794,['Company'],1,1,4794.0,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.0905348740760221,1
Znamensk Ltd. Corporation Delivery,Coralmarica,"['Seafood products (northern shimp, northern scallops, snow crab, H + G cod, atlantic and Pacific (Russian origin), H + G Haddock (Russian and Norwegian origin), and pollock, wetsalted and frozen (Norwegian origin); shell-on shrimp; other related products)']",[4766.6728],{'Company': 1},1,1,0,3,3,4766,['Company'],3,0,1588.6666666666667,1.0,1.0,1.0,0.707106878039843,1
Playa Blanca Limited Liability Company,Coralmarica,"['St john, newfoundland, nataagnaq fisheries, canada, fishing, Playa Blanca Limited Liability Company, is one of Canada\\ largest offshore fishing management companies and employs over 200 Canadians from all over Canada, from Nunavut to Newfoundland, Check out our job opportunities, The company\\ head office is in St, John\\, Newfoundland, Canada source: freelance researcher']",[4766.6728],{'Company': 1},1,1,0,3,3,4766,['Company'],3,0,1588.6666666666667,1.0,1.0,1.0,0.707106878039843,1
"Sutton, Williams and Shaw",ZH,['Fish and fish products'],[4729.2646],{'Company': 1},1,0,0,0,0,4729,['Company'],0,0,4729.0,0.0,0.0,0.0,0.0,1
Mar del Este SRL,Mawazam,"['Preparing fresh and raw or cooked frozen fish and other seafoods and seafood preparations, such as soups, stews, chowders, fishcakes, crab cakes, and shrimp cakes']",[4680.2276],{'Company': 1},1,1,0,6,6,4680,['Company'],5,1,936.0,0.6000000000000001,0.8444444444444444,0.625,0.6692223806693417,1
Tangier Coast  Incorporated Delivery,Marebak,"['Canning, processing and manufacturing of seafood and other aquatic products']",[4667.897],{'Company': 1},1,1,0,1,1,4667,['Company'],0,1,4667.0,1.0,0.0,1.0,0.7071067811865476,1
Coral Cove Marine mist LC Export,Arreciviento,['Loins of tuna and related seafood products'],[4666.6728],{'Company': 1},1,1,0,4,2,4666,['Company'],1,1,4666.0,1.0,1.0,1.0,0.707106690085642,1
Ancla del Mar Pic Worldwide,Thessalandia,['Fish and seafoods products'],[4666.6728],{'Company': 1},1,1,0,4,4,4666,['Company'],3,1,1555.3333333333333,0.5714285714285714,0.7142857142857142,0.5833333333333334,0.6014968043751852,1
David Ltd. Liability Co Forwading,Coralada,"['Smoked Norwegian salmon, Canadian wild salmon, trout, and Greenland halibut']",['Unknown'],{'Company': 1},1,1,0,3,3,0,['Company'],2,1,0.0,1.0,1.0,1.0,0.707106878039843,1
Torres-Brooks,ZH,"['Fish and fish products (fresh and frozen seafood and other aquatic products, and canned and cured fish and seafood)']",['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Harrison Inc,ZH,"['Seafood and other aquatic products', 'Unknown']","['Unknown', 'None']","{'Company': 1, 'Company Contacts': 2}",3,0,0,0,0,0,"['Company', 'Company Contacts']",0,0,0.0,0.0,0.0,0.0,0.0,1
hǎi tún Pic Holdings,Marebak,"['Canning, processing and manufacturing of seafood and other aquatic products']",['Unknown'],{'Company': 1},1,1,0,3,3,0,['Company'],2,1,0.0,0.0535714285714285,0.0707792207792207,0.2604651162790697,0.0341656945678198,1
"Vega, Jenkins and Reyes",ZH,"['Yellowfin tuna, sea bass, gilthead sea bream, pangasius, tilapia, mussels, haddock, pacific chum salmon, pacific pink salmon, maine lobsters, barramundi, mahi mahi, scallops, whelks, plaice, lemon sole, brown crab meat, smoked salmon, black cod, king salmon, coho salmon, sockeye salmon, chum salmon, albacore tuna, and arctic char']",['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Náutica del Sol CJSC Worldwide,Coralada,['Canned and cured fish and seafoods'],['Unknown'],{'Company': 1},1,1,0,2,2,0,['Company'],1,1,0.0,0.000282007896221,0.0005639362527732,0.0368314178433989,5.9224679459991416e-18,1
2 Limited Liability Company,Marebak,"['Unknown', 'Canning, processing and manufacturing of seafood and other aquatic products']",['Unknown'],{'Company': 2},2,1,0,4,4,0,['Company'],2,2,0.0,1.0,1.0,1.0,0.7071069290249942,1
Seafaring Souls N.V. Transport,Faraluna,['Fresh and frozen seafood products'],['Unknown'],{'Company': 1},1,1,0,4,4,0,['Company'],3,1,0.0,0.2666666666666666,0.4666666666666667,0.4411764705882353,0.3370385335314545,1
Kilimanjaro fishery Overseas Wharf,Coralmarica,['Manufacture of soft gelatin capsules as well in the provision of encapsulation services'],['Unknown'],{'Company': 1},1,1,0,1,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
xiǎo xiā Oyj Marine ecology,Coralmarica,"['Value-added salmon products (marinated salmon portions, smoked sockeye lox, barbecued chum salmon tips and chunks, and Indian Candy); Salmon Caviar, Salmon Roe Skeins, Herring Roe, Herring Roe on Kelp, Pacific Hake, black cod, halibut, pilchards, and food herring']",['Unknown'],{'Company': 1},1,1,0,2,2,0,['Company'],1,1,0.0,1.0,1.0,1.0,0.707106690085642,1
Wright and Sons,ZH,"['Unknown', 'Fish; fresh or chilled, shark fins']","['None', 'Unknown', 32183079.227]","{'Company': 2, 'Beneficial Owner': 2, 'Company Contacts': 2}",6,1,0,5,5,32183079,"['Company', 'Beneficial Owner', 'Company Contacts']",3,2,10727693.0,0.8333333333333333,0.9333333333333332,0.8571428571428571,0.6881903745989718,1
Uttarakhand s Plc Forwading,Oceanus,"['Mesh bags (onion bags, cabbage bags, citrus bags, pecan bags, peanut bags); specialty bags (seafood bags, shrimp bags, clam bags, firewood bags, baler bags, sand bags); agriculture bags (feed bags and seed bags); and geotextile fabrics (silt fence, warning fence, safety fence, tree saver)']",['Unknown'],{'Company': 1},1,1,0,2,1,0,['Company'],0,1,0.0,1.0,0.0,1.0,0.7071067811865476,1
Turner Group,ZH,"['Unknown', 'Canning, processing and manufacturing of seafood and other aquatic products']","['Unknown', 'None']","{'Company': 2, 'Beneficial Owner': 1, 'Company Contacts': 1}",4,1,0,1,1,0,"['Company', 'Beneficial Owner', 'Company Contacts']",1,0,0.0,1.0,0.0,1.0,0.7071067811865476,1
Olas del Mar Ltd,Oceanus,"['Air and ocean freight, customs, and travel services', 'Unknown']",['Unknown'],{'Company': 2},2,1,0,6,2,0,['Company'],0,2,0.0,0.000282007896221,0.0005639362527732,0.065498674695457,5.4551628851329584e-05,1
Sparrman's bream Limited Liability Company Consulting,Oceanus,['Unknown'],['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Himachal Pradesh   N.V. Sashimi,Utoporiana,"['Shrimps (sea-caught or cultured), scallops, fish fillets (monkfish, salmon, cod, red mullet), cuttle fish, squids, lobster, and cuttlefish']",['Unknown'],{'Company': 1},1,1,0,3,3,0,['Company'],2,1,0.0,1.0,1.0,1.0,0.707106878039843,1
Russell and Sons,ZH,"['Produces farmed aquatic animals intended as human food such as catfish, trout, oysters, bait (minnows), and pets (goldfish and tropical aquarium fish)', 'Unknown']","['Unknown', 'None']","{'Company': 1, 'Company Contacts': 1}",2,1,0,1,1,0,"['Company', 'Company Contacts']",1,0,0.0,1.0,0.0,1.0,0.7071067811865476,1
Sea Striders Kelp BV Solutions,Puerto del Mar,['Fish and fish products'],['Unknown'],{'Company': 1},1,1,0,3,3,0,['Company'],2,1,0.0,0.0357142857142857,0.0233792312105565,0.2386363636363636,0.0014912789167569,1
SeaSpray Marine mist N.V. Forwading,Puerto del Mar,"['Involved in the following activities: canning seafood (including soup); smoking, salting, and drying seafoods; eviscerating fresh fish by removing heads, fins, scales, bones, and entrails; shucking and packing fresh shellfish; processing marine fats and oils; and freezing seafood']",['Unknown'],{'Company': 1},1,1,0,2,2,0,['Company'],1,1,0.0,0.6666666666666666,0.6666666666666666,0.75,0.6015008315175004,1
SilverScales Sagl Marine conservation,Puerto del Mar,['Specialises in fish and seafood'],['Unknown'],{'Company': 1},1,1,0,2,2,0,['Company'],1,1,0.0,1.0,1.0,1.0,0.707106690085642,1
Hunter PLC,ZH,"['Fresh and frozen seafood', 'Unknown']","['Unknown', 'None']","{'Company': 1, 'Beneficial Owner': 1, 'Company Contacts': 1}",3,1,0,1,1,0,"['Company', 'Beneficial Owner', 'Company Contacts']",1,0,0.0,1.0,0.0,1.0,0.7071067811865476,1
Bartlett-Gallagher,ZH,['Fish and seafood products'],['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Simmons-Humphrey,ZH,['Fish and other related seafood'],['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Bell-Andrews,ZH,['Fish and fish products'],['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
"Diaz, Cross and Perry",ZH,"['Specialises in harvesting, processing and selling seafood products']",['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Lopez-Lopez,ZH,"['Seafoods (hake, abalone and pink prawns)']",['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
"Torres, Torres and Johnson",ZH,"['Manufacture and distribution of frozen food and sauce brands; products include light and dark soy sauces, convenience sauces, sesame oil, oyster sauces, marinades, dim sums, rice noodle rolls, water dumplings/wonton, ready meals, seasonings, and fried products']",['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Leska - Sp & Son's,Oceanus,['Sea and coastal water transportation and other related shipping activities'],['Unknown'],{'Company': 1},1,1,0,4,4,0,['Company'],3,1,0.0,1.0,1.0,1.0,0.7071069290249942,1
Kent-Diaz,ZH,['Frozen and salted fish and other seafood products'],['Unknown'],{'Company': 1},1,0,0,0,0,0,['Company'],0,0,0.0,0.0,0.0,0.0,0.0,1
Malawi Rift   GmbH & Co. KG Tidepool,Utoporiana,"['Salmon, trout, and halibut']",['Unknown'],{'Company': 1},1,1,0,6,6,0,['Company'],5,1,0.0,1.0,1.0,1.0,0.707106500442864,1
